"None","E(keV)","psi0rSi111","psi0iSi111","psihrSi111","psihiSi111","psihbrSi111","psihbiSi111"
481,26.00000,-0.000001431,3.2443E-009,7.5328E-007,2.2644E-009,7.5328E-007,2.2644E-009
482,26.05000,-1.4255E-006,3.2192E-009,7.5038E-007,2.2469E-009,7.5038E-007,2.2469E-009
483,26.10000,-1.4201E-006,3.1943E-009,7.475E-007,2.2296E-009,7.475E-007,2.2296E-009
484,26.15000,-1.4146E-006,3.1697E-009,7.4464E-007,2.2124E-009,7.4464E-007,2.2124E-009
485,26.20000,-1.4092E-006,3.1454E-009,7.4179E-007,2.1954E-009,7.4179E-007,2.1954E-009
486,26.25000,-1.4038E-006,3.1213E-009,0.000000739,2.1786E-009,0.000000739,2.1786E-009
487,26.30000,-1.3985E-006,3.0974E-009,7.3614E-007,2.1619E-009,7.3614E-007,2.1619E-009
488,26.35000,-1.3932E-006,3.0737E-009,7.3334E-007,2.1454E-009,7.3334E-007,2.1454E-009
489,26.40000,-1.3879E-006,3.0502E-009,7.3055E-007,2.129E-009,7.3055E-007,2.129E-009
490,26.45000,-1.3826E-006,0.000000003,7.2779E-007,2.1128E-009,7.2779E-007,2.1128E-009
491,26.50000,-1.3774E-006,0.000000003,0.000000725,2.0967E-009,0.000000725,2.0967E-009
492,26.55000,-1.3722E-006,0.000000003,7.223E-007,2.0808E-009,7.223E-007,2.0808E-009
493,26.60000,-0.000001367,0.000000003,7.1957E-007,2.0651E-009,7.1957E-007,2.0651E-009
494,26.65000,-1.3619E-006,2.9363E-009,7.1687E-007,0.000000002,7.1687E-007,0.000000002
495,26.70000,-1.3568E-006,2.9141E-009,7.1418E-007,0.000000002,7.1418E-007,0.000000002
496,26.75000,-1.3517E-006,2.8922E-009,7.115E-007,0.000000002,7.115E-007,0.000000002
497,26.80000,-1.3467E-006,2.8704E-009,7.0884E-007,0.000000002,7.0884E-007,0.000000002
498,26.85000,-1.3416E-006,2.8489E-009,7.0619E-007,0.000000002,7.0619E-007,0.000000002
499,26.90000,-1.3366E-006,2.8276E-009,7.0356E-007,0.000000002,7.0356E-007,0.000000002
500,26.95000,-1.3317E-006,2.8064E-009,7.0094E-007,0.000000002,7.0094E-007,0.000000002
501,27.00000,-1.3267E-006,2.7855E-009,6.9834E-007,1.9443E-009,6.9834E-007,1.9443E-009
502,27.05000,-1.3218E-006,2.7648E-009,6.9575E-007,1.9298E-009,6.9575E-007,1.9298E-009
503,27.10000,-1.3169E-006,2.7442E-009,6.9318E-007,1.9154E-009,6.9318E-007,1.9154E-009
504,27.15000,-1.3121E-006,2.7238E-009,6.9062E-007,1.9012E-009,6.9062E-007,1.9012E-009
505,27.20000,-1.3073E-006,2.7037E-009,6.8808E-007,1.8871E-009,6.8808E-007,1.8871E-009
506,27.25000,-1.3025E-006,2.6837E-009,6.8555E-007,1.8732E-009,6.8555E-007,1.8732E-009
507,27.30000,-1.2977E-006,2.6639E-009,0.000000683,1.8594E-009,0.000000683,1.8594E-009
508,27.35000,-1.2929E-006,2.6442E-009,6.8053E-007,1.8457E-009,6.8053E-007,1.8457E-009
509,27.40000,-1.2882E-006,2.6248E-009,0.000000678,1.8321E-009,0.000000678,1.8321E-009
510,27.45000,-1.2835E-006,2.6055E-009,6.7556E-007,1.8187E-009,6.7556E-007,1.8187E-009
511,27.50000,-1.2788E-006,2.5864E-009,6.731E-007,1.8053E-009,6.731E-007,1.8053E-009
512,27.55000,-1.2742E-006,2.5675E-009,6.7065E-007,1.7921E-009,6.7065E-007,1.7921E-009
513,27.60000,-1.2696E-006,2.5488E-009,6.6822E-007,1.7791E-009,6.6822E-007,1.7791E-009
514,27.65000,-0.000001265,2.5302E-009,6.6579E-007,1.7661E-009,6.6579E-007,1.7661E-009
515,27.70000,-1.2604E-006,2.5118E-009,6.6339E-007,1.7533E-009,6.6339E-007,1.7533E-009
516,27.75000,-1.2558E-006,2.4936E-009,0.000000661,1.7405E-009,0.000000661,1.7405E-009
517,27.80000,-1.2513E-006,2.4755E-009,6.5861E-007,1.7279E-009,6.5861E-007,1.7279E-009
518,27.85000,-1.2468E-006,2.4576E-009,6.5624E-007,1.7154E-009,6.5624E-007,1.7154E-009
519,27.90000,-1.2423E-006,2.4398E-009,6.5388E-007,1.703E-009,6.5388E-007,1.703E-009
520,27.95000,-1.2379E-006,2.4222E-009,6.5153E-007,1.6907E-009,6.5153E-007,1.6907E-009
521,28.00000,-1.2335E-006,2.4048E-009,6.492E-007,1.6786E-009,6.492E-007,1.6786E-009
522,28.05000,-0.000001229,2.3875E-009,6.4688E-007,1.6665E-009,6.4688E-007,1.6665E-009
523,28.10000,-1.2247E-006,2.3704E-009,6.4458E-007,1.6546E-009,6.4458E-007,1.6546E-009
524,28.15000,-1.2203E-006,2.3534E-009,6.4228E-007,1.6427E-009,6.4228E-007,1.6427E-009
525,28.20000,-0.000001216,2.3366E-009,0.00000064,1.631E-009,0.00000064,1.631E-009
526,28.25000,-1.2117E-006,2.3199E-009,6.3773E-007,1.6194E-009,6.3773E-007,1.6194E-009
527,28.30000,-1.2074E-006,2.3034E-009,6.3547E-007,1.6078E-009,6.3547E-007,1.6078E-009
528,28.35000,-1.2031E-006,2.287E-009,6.3322E-007,1.5964E-009,6.3322E-007,1.5964E-009
529,28.40000,-1.1989E-006,2.2708E-009,0.000000631,1.5851E-009,0.000000631,1.5851E-009
530,28.45000,-1.1947E-006,2.2547E-009,6.2877E-007,1.5738E-009,6.2877E-007,1.5738E-009
531,28.50000,-1.1905E-006,2.2388E-009,6.2656E-007,1.5627E-009,6.2656E-007,1.5627E-009
532,28.55000,-1.1863E-006,2.223E-009,6.2436E-007,1.5517E-009,6.2436E-007,1.5517E-009
533,28.60000,-1.1821E-006,2.2073E-009,6.2217E-007,1.5407E-009,6.2217E-007,1.5407E-009
534,28.65000,-0.000001178,2.1918E-009,0.00000062,1.5299E-009,0.00000062,1.5299E-009
535,28.70000,-1.1739E-006,2.1764E-009,6.1783E-007,1.5192E-009,6.1783E-007,1.5192E-009
536,28.75000,-1.1698E-006,2.1611E-009,6.1567E-007,1.5085E-009,6.1567E-007,1.5085E-009
537,28.80000,-1.1657E-006,2.146E-009,6.1353E-007,1.498E-009,6.1353E-007,1.498E-009
538,28.85000,-1.1617E-006,2.131E-009,6.114E-007,1.4875E-009,6.114E-007,1.4875E-009
539,28.90000,-1.1577E-006,2.1161E-009,6.0928E-007,1.4771E-009,6.0928E-007,1.4771E-009
540,28.95000,-1.1537E-006,2.1014E-009,6.0717E-007,1.4668E-009,6.0717E-007,1.4668E-009
541,29.00000,-1.1497E-006,2.0868E-009,6.0507E-007,1.4566E-009,6.0507E-007,1.4566E-009
542,29.05000,-1.1457E-006,2.0723E-009,0.000000603,1.4465E-009,0.000000603,1.4465E-009
543,29.10000,-1.1418E-006,2.058E-009,6.0091E-007,1.4365E-009,6.0091E-007,1.4365E-009
544,29.15000,-1.1378E-006,0.000000002,5.9884E-007,1.4266E-009,5.9884E-007,1.4266E-009
545,29.20000,-1.1339E-006,0.000000002,5.9679E-007,1.4167E-009,5.9679E-007,1.4167E-009
546,29.25000,-1.1301E-006,0.000000002,5.9475E-007,1.407E-009,5.9475E-007,1.407E-009
547,29.30000,-1.1262E-006,0.000000002,5.9271E-007,1.3973E-009,5.9271E-007,1.3973E-009
548,29.35000,-1.1224E-006,0.000000002,5.9069E-007,1.3877E-009,5.9069E-007,1.3877E-009
549,29.40000,-1.1185E-006,0.000000002,5.8867E-007,1.3782E-009,5.8867E-007,1.3782E-009
550,29.45000,-1.1147E-006,0.000000002,5.8667E-007,1.3688E-009,5.8667E-007,1.3688E-009
551,29.50000,-1.1109E-006,1.9475E-009,5.8468E-007,1.3594E-009,5.8468E-007,1.3594E-009
552,29.55000,-1.1072E-006,1.9342E-009,5.827E-007,1.3501E-009,5.827E-007,1.3501E-009
553,29.60000,-1.1034E-006,1.921E-009,5.8072E-007,1.3409E-009,5.8072E-007,1.3409E-009
554,29.65000,-1.0997E-006,1.9079E-009,5.7876E-007,1.3318E-009,5.7876E-007,1.3318E-009
555,29.70000,-0.000001096,1.895E-009,5.7681E-007,1.3228E-009,5.7681E-007,1.3228E-009
556,29.75000,-1.0923E-006,1.8821E-009,5.7487E-007,1.3138E-009,5.7487E-007,1.3138E-009
557,29.80000,-1.0886E-006,1.8694E-009,5.7293E-007,1.3049E-009,5.7293E-007,1.3049E-009
558,29.85000,-0.000001085,1.8568E-009,0.000000571,1.2961E-009,0.000000571,1.2961E-009
559,29.90000,-1.0814E-006,1.8443E-009,5.691E-007,1.2874E-009,5.691E-007,1.2874E-009
560,29.95000,-1.0777E-006,1.8318E-009,5.6719E-007,1.2787E-009,5.6719E-007,1.2787E-009
561,30.00000,-1.0741E-006,1.8195E-009,5.653E-007,1.2701E-009,5.653E-007,1.2701E-009
562,30.05000,-1.0706E-006,1.8073E-009,5.6341E-007,1.2616E-009,5.6341E-007,1.2616E-009
563,30.10000,-0.000001067,1.7952E-009,5.6154E-007,1.2531E-009,5.6154E-007,1.2531E-009
564,30.15000,-1.0635E-006,1.7832E-009,5.5967E-007,1.2448E-009,5.5967E-007,1.2448E-009
565,30.20000,-1.0599E-006,1.7713E-009,5.5781E-007,1.2365E-009,5.5781E-007,1.2365E-009
566,30.25000,-1.0564E-006,1.7595E-009,0.000000556,1.2282E-009,0.000000556,1.2282E-009
567,30.30000,-1.0529E-006,1.7478E-009,5.5413E-007,1.22E-009,5.5413E-007,1.22E-009
568,30.35000,-1.0495E-006,1.7362E-009,5.523E-007,1.2119E-009,5.523E-007,1.2119E-009
569,30.40000,-0.000001046,1.7246E-009,5.5048E-007,1.2039E-009,5.5048E-007,1.2039E-009
570,30.45000,-1.0426E-006,1.7132E-009,5.4867E-007,1.1959E-009,5.4867E-007,1.1959E-009
571,30.50000,-1.0391E-006,1.7019E-009,5.4687E-007,1.188E-009,5.4687E-007,1.188E-009
572,30.55000,-1.0357E-006,1.6907E-009,5.4507E-007,1.1802E-009,5.4507E-007,1.1802E-009
573,30.60000,-1.0324E-006,1.6795E-009,5.4329E-007,1.1724E-009,5.4329E-007,1.1724E-009
574,30.65000,-0.000001029,1.6685E-009,5.4151E-007,1.1647E-009,5.4151E-007,1.1647E-009
575,30.70000,-1.0256E-006,1.6575E-009,5.3974E-007,1.157E-009,5.3974E-007,1.157E-009
576,30.75000,-1.0223E-006,1.6466E-009,0.000000538,1.1495E-009,0.000000538,1.1495E-009
577,30.80000,-0.000001019,1.6359E-009,5.3624E-007,1.1419E-009,5.3624E-007,1.1419E-009
578,30.85000,-1.0157E-006,1.6252E-009,5.3449E-007,1.1345E-009,5.3449E-007,1.1345E-009
579,30.90000,-1.0124E-006,1.6146E-009,5.3276E-007,1.1271E-009,5.3276E-007,1.1271E-009
580,30.95000,-1.0091E-006,1.604E-009,0.000000531,1.1197E-009,0.000000531,1.1197E-009
581,31.00000,-1.0058E-006,1.5936E-009,5.2932E-007,1.1124E-009,5.2932E-007,1.1124E-009
582,31.05000,-1.0026E-006,1.5832E-009,5.2761E-007,1.1052E-009,5.2761E-007,1.1052E-009
583,31.10000,-9.9936E-007,1.573E-009,5.2591E-007,1.098E-009,5.2591E-007,1.098E-009
584,31.15000,-9.9615E-007,1.5628E-009,5.2422E-007,1.0909E-009,5.2422E-007,1.0909E-009
585,31.20000,-0.000000993,1.5527E-009,5.2254E-007,1.0839E-009,5.2254E-007,1.0839E-009
586,31.25000,-9.8977E-007,1.5427E-009,5.2086E-007,1.0769E-009,5.2086E-007,1.0769E-009
587,31.30000,-9.866E-007,1.5327E-009,5.192E-007,1.0699E-009,5.192E-007,1.0699E-009
588,31.35000,-9.8345E-007,1.5229E-009,5.1754E-007,1.0631E-009,5.1754E-007,1.0631E-009
589,31.40000,-9.8032E-007,1.5131E-009,5.1589E-007,1.0562E-009,5.1589E-007,1.0562E-009
590,31.45000,-9.7719E-007,1.5034E-009,5.1424E-007,0.000000001,5.1424E-007,0.000000001
591,31.50000,-9.7409E-007,1.4938E-009,5.1261E-007,0.000000001,5.1261E-007,0.000000001
592,31.55000,-0.000000971,1.4842E-009,0.000000511,0.000000001,0.000000511,0.000000001
593,31.60000,-9.6792E-007,1.4747E-009,5.0936E-007,0.000000001,5.0936E-007,0.000000001
594,31.65000,-9.6486E-007,1.4653E-009,5.0775E-007,0.000000001,5.0775E-007,0.000000001
595,31.70000,-9.6181E-007,1.456E-009,5.0614E-007,0.000000001,5.0614E-007,0.000000001
596,31.75000,-9.5878E-007,1.4468E-009,5.0454E-007,0.000000001,5.0454E-007,0.000000001
597,31.80000,-9.5576E-007,1.4376E-009,0.000000503,0.000000001,0.000000503,0.000000001
598,31.85000,-9.5276E-007,1.4285E-009,5.0137E-007,0.000000001,5.0137E-007,0.000000001
599,31.90000,-9.4977E-007,1.4194E-009,4.998E-007,0.000000001,4.998E-007,0.000000001
600,31.95000,-9.4679E-007,1.4105E-009,4.9823E-007,0.000000001,4.9823E-007,0.000000001
601,32.00000,-9.4383E-007,1.4016E-009,4.9667E-007,0.000000001,4.9667E-007,0.000000001
602,32.05000,-9.4088E-007,1.3928E-009,4.9512E-007,0.000000001,4.9512E-007,0.000000001
603,32.10000,-0.000000938,1.384E-009,4.9357E-007,0.000000001,4.9357E-007,0.000000001
604,32.15000,-0.000000935,1.3753E-009,0.000000492,0.000000001,0.000000492,0.000000001
605,32.20000,-9.3212E-007,1.3667E-009,4.9051E-007,0.000000001,4.9051E-007,0.000000001
606,32.25000,-9.2922E-007,1.3582E-009,0.000000489,9.4812E-010,0.000000489,9.4812E-010
607,32.30000,-9.2634E-007,1.3497E-009,4.8747E-007,9.422E-010,4.8747E-007,9.422E-010
608,32.35000,-9.2348E-007,1.3413E-009,0.000000486,9.3632E-010,0.000000486,9.3632E-010
609,32.40000,-9.2062E-007,1.3329E-009,4.8445E-007,9.3049E-010,4.8445E-007,9.3049E-010
610,32.45000,-9.1778E-007,1.3246E-009,0.000000483,9.2471E-010,0.000000483,9.2471E-010
611,32.50000,-0.000000915,1.3164E-009,4.8147E-007,9.1897E-010,4.8147E-007,9.1897E-010
612,32.55000,-9.1214E-007,1.3083E-009,0.00000048,9.1328E-010,0.00000048,9.1328E-010
613,32.60000,-9.0934E-007,1.3002E-009,4.7851E-007,9.0763E-010,4.7851E-007,9.0763E-010
614,32.65000,-9.0655E-007,1.2921E-009,0.000000477,9.0202E-010,0.000000477,9.0202E-010
615,32.70000,-9.0378E-007,1.2842E-009,4.7558E-007,8.9645E-010,4.7558E-007,8.9645E-010
616,32.75000,-0.000000901,1.2762E-009,4.7413E-007,8.9093E-010,4.7413E-007,8.9093E-010
617,32.80000,-8.9826E-007,1.2684E-009,4.7268E-007,8.8545E-010,4.7268E-007,8.8545E-010
618,32.85000,-8.9553E-007,1.2606E-009,4.7124E-007,8.8002E-010,4.7124E-007,8.8002E-010
619,32.90000,-8.928E-007,1.2529E-009,4.698E-007,8.7462E-010,4.698E-007,8.7462E-010
620,32.95000,-8.9009E-007,1.2452E-009,4.6838E-007,8.6927E-010,4.6838E-007,8.6927E-010
621,33.00000,-8.8739E-007,1.2376E-009,0.000000467,8.6396E-010,0.000000467,8.6396E-010
622,33.05000,-8.847E-007,1.23E-009,4.6554E-007,8.5868E-010,4.6554E-007,8.5868E-010
623,33.10000,-0.000000882,1.2225E-009,4.6413E-007,8.5345E-010,4.6413E-007,8.5345E-010
624,33.15000,-8.7936E-007,1.2151E-009,4.6273E-007,8.4826E-010,4.6273E-007,8.4826E-010
625,33.20000,-8.7671E-007,1.2077E-009,4.6133E-007,8.431E-010,4.6133E-007,8.431E-010
626,33.25000,-8.7407E-007,1.2004E-009,4.5994E-007,8.3799E-010,4.5994E-007,8.3799E-010
627,33.30000,-8.7144E-007,1.1931E-009,4.5856E-007,8.3291E-010,4.5856E-007,8.3291E-010
628,33.35000,-8.6883E-007,1.1859E-009,4.5718E-007,8.2788E-010,4.5718E-007,8.2788E-010
629,33.40000,-8.6622E-007,1.1787E-009,4.5581E-007,8.2287E-010,4.5581E-007,8.2287E-010
630,33.45000,-8.6363E-007,1.1716E-009,4.5445E-007,8.1791E-010,4.5445E-007,8.1791E-010
631,33.50000,-8.6105E-007,1.1646E-009,4.5309E-007,8.1299E-010,4.5309E-007,8.1299E-010
632,33.55000,-8.5848E-007,1.1576E-009,4.5173E-007,8.081E-010,4.5173E-007,8.081E-010
633,33.60000,-8.5592E-007,1.1506E-009,4.5039E-007,8.0325E-010,4.5039E-007,8.0325E-010
634,33.65000,-8.5338E-007,1.1437E-009,4.4905E-007,7.9843E-010,4.4905E-007,7.9843E-010
635,33.70000,-8.5084E-007,1.1369E-009,4.4771E-007,7.9365E-010,4.4771E-007,7.9365E-010
636,33.75000,-8.4832E-007,1.1301E-009,4.4638E-007,7.8891E-010,4.4638E-007,7.8891E-010
637,33.80000,-8.4581E-007,1.1233E-009,4.4506E-007,7.842E-010,4.4506E-007,7.842E-010
638,33.85000,-8.433E-007,1.1166E-009,4.4374E-007,7.7953E-010,4.4374E-007,7.7953E-010
639,33.90000,-8.4081E-007,1.11E-009,4.4243E-007,7.7489E-010,4.4243E-007,7.7489E-010
640,33.95000,-8.3834E-007,1.1034E-009,4.4113E-007,7.7029E-010,4.4113E-007,7.7029E-010
641,34.00000,-8.3587E-007,1.0968E-009,4.3983E-007,7.6572E-010,4.3983E-007,7.6572E-010
642,34.05000,-8.3341E-007,1.0903E-009,4.3853E-007,7.6118E-010,4.3853E-007,7.6118E-010
643,34.10000,-0.000000831,1.0839E-009,4.3725E-007,7.5668E-010,4.3725E-007,7.5668E-010
644,34.15000,-8.2853E-007,1.0775E-009,0.000000436,7.5221E-010,0.000000436,7.5221E-010
645,34.20000,-8.261E-007,1.0711E-009,4.3469E-007,7.4777E-010,4.3469E-007,7.4777E-010
646,34.25000,-8.2369E-007,1.0648E-009,4.3341E-007,7.4337E-010,4.3341E-007,7.4337E-010
647,34.30000,-8.2128E-007,1.0586E-009,4.3215E-007,7.3899E-010,4.3215E-007,7.3899E-010
648,34.35000,-8.1889E-007,1.0523E-009,4.3089E-007,7.3465E-010,4.3089E-007,7.3465E-010
649,34.40000,-8.1651E-007,0.000000001,4.2963E-007,7.3035E-010,4.2963E-007,7.3035E-010
650,34.45000,-8.1414E-007,0.000000001,4.2839E-007,7.2607E-010,4.2839E-007,7.2607E-010
651,34.50000,-8.1177E-007,0.000000001,4.2714E-007,7.2182E-010,4.2714E-007,7.2182E-010
652,34.55000,-8.0942E-007,0.000000001,4.259E-007,7.1761E-010,4.259E-007,7.1761E-010
653,34.60000,-8.0708E-007,0.000000001,4.2467E-007,7.1343E-010,4.2467E-007,7.1343E-010
654,34.65000,-8.0475E-007,0.000000001,4.2344E-007,7.0927E-010,4.2344E-007,7.0927E-010
655,34.70000,-8.0243E-007,0.000000001,4.2222E-007,7.0515E-010,4.2222E-007,7.0515E-010
656,34.75000,-8.0011E-007,0.000000001,0.000000421,7.0106E-010,0.000000421,7.0106E-010
657,34.80000,-7.9781E-007,0.000000001,4.1979E-007,6.9699E-010,4.1979E-007,6.9699E-010
658,34.85000,-7.9552E-007,0.000000001,4.1859E-007,6.9296E-010,4.1859E-007,6.9296E-010
659,34.90000,-7.9324E-007,0.000000001,4.1738E-007,6.8895E-010,4.1738E-007,6.8895E-010
660,34.95000,-0.000000791,0.000000001,4.1619E-007,6.8497E-010,4.1619E-007,6.8497E-010
661,35.00000,-7.8871E-007,0.000000001,0.000000415,6.8103E-010,0.000000415,6.8103E-010
662,35.05000,-7.8645E-007,0.000000001,4.1381E-007,6.7711E-010,4.1381E-007,6.7711E-010
663,35.10000,-7.8421E-007,0.000000001,4.1263E-007,6.7322E-010,4.1263E-007,6.7322E-010
664,35.15000,-0.000000782,0.000000001,4.1146E-007,6.6935E-010,4.1146E-007,6.6935E-010
665,35.20000,-7.7975E-007,0.000000001,4.1028E-007,6.6552E-010,4.1028E-007,6.6552E-010
666,35.25000,-7.7754E-007,9.4784E-010,4.0912E-007,6.6171E-010,4.0912E-007,6.6171E-010
667,35.30000,-7.7533E-007,9.4242E-010,0.000000408,6.5793E-010,0.000000408,6.5793E-010
668,35.35000,-7.7314E-007,9.3704E-010,4.068E-007,6.5417E-010,4.068E-007,6.5417E-010
669,35.40000,-0.000000771,9.317E-010,4.0565E-007,6.5044E-010,4.0565E-007,6.5044E-010
670,35.45000,-7.6878E-007,9.264E-010,4.0451E-007,6.4674E-010,4.0451E-007,6.4674E-010
671,35.50000,-7.6661E-007,9.2113E-010,4.0336E-007,6.4307E-010,4.0336E-007,6.4307E-010
672,35.55000,-7.6445E-007,9.159E-010,4.0223E-007,6.3942E-010,4.0223E-007,6.3942E-010
673,35.60000,-7.623E-007,9.1071E-010,4.011E-007,6.3579E-010,4.011E-007,6.3579E-010
674,35.65000,-7.6016E-007,9.0556E-010,0.0000004,6.322E-010,0.0000004,6.322E-010
675,35.70000,-0.000000758,9.0044E-010,3.9885E-007,6.2862E-010,3.9885E-007,6.2862E-010
676,35.75000,-7.5591E-007,8.9536E-010,3.9773E-007,6.2508E-010,3.9773E-007,6.2508E-010
677,35.80000,-7.5379E-007,8.9031E-010,3.9662E-007,6.2155E-010,3.9662E-007,6.2155E-010
678,35.85000,-7.5169E-007,8.853E-010,3.9551E-007,6.1806E-010,3.9551E-007,6.1806E-010
679,35.90000,-7.4959E-007,8.8032E-010,3.9441E-007,6.1458E-010,3.9441E-007,6.1458E-010
680,35.95000,-7.4751E-007,8.7538E-010,3.9331E-007,6.1113E-010,3.9331E-007,6.1113E-010
681,36.00000,-7.4543E-007,8.7048E-010,3.9221E-007,6.0771E-010,3.9221E-007,6.0771E-010
682,36.05000,-7.4336E-007,8.6561E-010,3.9112E-007,6.0431E-010,3.9112E-007,6.0431E-010
683,36.10000,-7.413E-007,8.6077E-010,0.00000039,6.0093E-010,0.00000039,6.0093E-010
684,36.15000,-7.3924E-007,8.5596E-010,0.000000389,5.9758E-010,0.000000389,5.9758E-010
685,36.20000,-7.372E-007,8.5119E-010,3.8788E-007,5.9425E-010,3.8788E-007,5.9425E-010
686,36.25000,-7.3516E-007,8.4646E-010,3.8681E-007,5.9094E-010,3.8681E-007,5.9094E-010
687,36.30000,-7.3314E-007,8.4175E-010,3.8574E-007,5.8766E-010,3.8574E-007,5.8766E-010
688,36.35000,-7.3112E-007,8.3708E-010,3.8468E-007,5.844E-010,3.8468E-007,5.844E-010
689,36.40000,-7.2911E-007,8.3244E-010,3.8362E-007,5.8116E-010,3.8362E-007,5.8116E-010
690,36.45000,-7.2711E-007,8.2783E-010,3.8257E-007,5.7794E-010,3.8257E-007,5.7794E-010
691,36.50000,-7.2511E-007,8.2325E-010,3.8152E-007,5.7475E-010,3.8152E-007,5.7475E-010
692,36.55000,-7.2313E-007,8.1871E-010,3.8047E-007,5.7157E-010,3.8047E-007,5.7157E-010
693,36.60000,-7.2115E-007,8.142E-010,3.7943E-007,5.6842E-010,3.7943E-007,5.6842E-010
694,36.65000,-7.1918E-007,8.0971E-010,3.784E-007,5.6529E-010,3.784E-007,5.6529E-010
695,36.70000,-7.1722E-007,8.0526E-010,3.7736E-007,5.6219E-010,3.7736E-007,5.6219E-010
696,36.75000,-7.1526E-007,8.0084E-010,3.7633E-007,5.591E-010,3.7633E-007,5.591E-010
697,36.80000,-7.1332E-007,7.9645E-010,3.7531E-007,5.5604E-010,3.7531E-007,5.5604E-010
698,36.85000,-7.1138E-007,7.9209E-010,3.7429E-007,5.5299E-010,3.7429E-007,5.5299E-010
699,36.90000,-7.0945E-007,7.8776E-010,3.7327E-007,5.4997E-010,3.7327E-007,5.4997E-010
700,36.95000,-7.0753E-007,7.8346E-010,3.7226E-007,5.4697E-010,3.7226E-007,5.4697E-010
701,37.00000,-7.0562E-007,7.7919E-010,3.7126E-007,5.4398E-010,3.7126E-007,5.4398E-010
702,37.05000,-7.0371E-007,7.7494E-010,3.7025E-007,5.4102E-010,3.7025E-007,5.4102E-010
703,37.10000,-7.0181E-007,7.7073E-010,3.6925E-007,5.3808E-010,3.6925E-007,5.3808E-010
704,37.15000,-6.9992E-007,7.6654E-010,3.6826E-007,5.3516E-010,3.6826E-007,5.3516E-010
705,37.20000,-0.000000698,7.6239E-010,3.6727E-007,5.3226E-010,3.6727E-007,5.3226E-010
706,37.25000,-6.9616E-007,7.5826E-010,3.6628E-007,5.2937E-010,3.6628E-007,5.2937E-010
707,37.30000,-6.9429E-007,7.5415E-010,3.653E-007,5.2651E-010,3.653E-007,5.2651E-010
708,37.35000,-6.9243E-007,7.5008E-010,3.6432E-007,5.2367E-010,3.6432E-007,5.2367E-010
709,37.40000,-6.9058E-007,7.4603E-010,3.6334E-007,5.2084E-010,3.6334E-007,5.2084E-010
710,37.45000,-6.8873E-007,7.4202E-010,3.6237E-007,5.1804E-010,3.6237E-007,5.1804E-010
711,37.50000,-6.869E-007,7.3802E-010,3.614E-007,5.1525E-010,3.614E-007,5.1525E-010
712,37.55000,-6.8507E-007,7.3406E-010,3.6044E-007,5.1248E-010,3.6044E-007,5.1248E-010
713,37.60000,-6.8324E-007,7.3012E-010,3.5948E-007,5.0973E-010,3.5948E-007,5.0973E-010
714,37.65000,-6.8143E-007,7.2621E-010,3.5852E-007,5.07E-010,3.5852E-007,5.07E-010
715,37.70000,-6.7962E-007,7.2232E-010,3.5757E-007,5.0429E-010,3.5757E-007,5.0429E-010
716,37.75000,-6.7781E-007,7.1846E-010,3.5662E-007,5.0159E-010,3.5662E-007,5.0159E-010
717,37.80000,-0.000000676,7.1463E-010,3.5568E-007,4.9892E-010,3.5568E-007,4.9892E-010
718,37.85000,-6.7423E-007,7.1082E-010,3.5474E-007,4.9626E-010,3.5474E-007,4.9626E-010
719,37.90000,-6.7245E-007,7.0703E-010,3.538E-007,4.9362E-010,3.538E-007,4.9362E-010
